news_id,original_title,generated_title,clickbait,sentence_no,sentence_raw,sentence_cleaned,used_in_title
LC_M02_193223,블랙핑크 오는 6월 컴백…흥행 불패 이어간다,블랙핑크 6월 컴백! 지드래곤 버프까지...,0,8,"한편 블랙핑크는 지수, 제니, 로제, 리사로 구성된 4인조 그룹이다.",한편 블랙핑크는 지수 제니 로제 리사로 구성된 인조 그룹이다,0
LC_M02_193223,블랙핑크 오는 6월 컴백…흥행 불패 이어간다,블랙핑크 6월 컴백! 지드래곤 버프까지...,0,9,"지난 2016년 디지털 싱글 앨범 '스퀘어 원'(SQUARE ONE)으로 데뷔해 '휘파람', '붐바야', '불장난', '스테이'(STAY), '마지막처럼', '뚜두뚜두 (DDU-DU DDU-DU)' 등 다수 곡을 히트시키는 등 큰 사랑을 받고 있다.",지난 디지털 싱글 앨범 스퀘어 SQUARE ONE 데뷔해 휘파람 붐바야 불장난 스테이 STAY 마지막처럼 뚜두뚜두 DDU DU DDU DU 다수 곡을 히트시키는 사랑을 받고,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,1,우물이 사라져간다.,우물이 사라져간다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,2,어느 동네나 마을 여인네들 만남의 장소이자 소통이 이루어졌던 곳이 하나 둘 자취를 감추고 있다.,어느 동네나 마을 여인네들 만남의 장소이자 소통이 이루어졌던 곳이 하나 자취를 감추고,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,3,"우물에 둘러앉아 빨랫 방망이를 세게 두드리며 스트레스를 푸는 모습, 서울 등 대도시로 진출한 자식 자랑엔 추임을 더해주고, 기쁨과 슬픔을 함께 나누던 우물이라는 공간이 어린시절 추억을 떠올리게 한다. 25년 세월을 오롯이 담아낸 최국순 작가의 첫 번째 개인전 '우물 이야기, 사진으로 그리다'는 오는 18일부터 24일까지 1주일간 서울 충무로 와이아트갤러리에서 열린다.",우물에 둘러앉아 빨랫 방망이를 세게 두드리며 스트레스를 푸는 모습 서울 대도시로 진출한 자식 자랑엔 추임을 더해주고 기쁨과 슬픔을 함께 나누던 우물이라는 공간이 어린시절 추억을 떠올리게 한다 세월을 오롯이 담아낸 최국순 작가의 번째 개인전 우물 이야기 사진으로 그리다 오는 일부터 일까지 주일간 서울 충무로 와이아트갤러리에서 열린다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,4,"최국순 작가는 미디어SR에 \""우물은 동네에서 가장 신성시되는 곳으로 지난날의 소통 공간이자 신화와 설화적 공간이었다\""면서 \"" 사라져 가는 우물에 대한 아쉬움을 사진에 담으려 했다\""고 설명했다.",최국순 작가는 미디어SR에 우물은 동네에서 가장 신성시되는 곳으로 지난날의 소통 공간이자 신화와 설화적 공간이었다 면서 사라져 가는 우물에 대한 아쉬움을 사진에 담으려 했다 설명했다,1
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,5,"그는 \""민간 신앙과 제의적 공간, 정서적 공간, 동양 사상의 원리를 담아낸 곳이 바로 우물이었다\""고 강조하기도 했다.",그는 민간 신앙과 제의적 공간 정서적 공간 동양 사상의 원리를 담아낸 곳이 바로 우물이었다 강조하기도 했다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,6,우물은 예로부터 마을신앙에서 용왕이 사는 곳이라 해서 신령스럽게 여겼을뿐 아니라 해마다 물을 상징하는 우물지기인 용에게 농사의 풍년과 마을의 무사태평을 비는 용왕제를 지내왔다.,우물은 예로부터 마을신앙에서 용왕이 사는 곳이라 해서 신령스럽게 여겼을뿐 아니라 해마다 물을 상징하는 우물지기인 용에게 농사의 풍년과 마을의 무사태평을 비는 용왕제를 지내왔다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,7,영·호남지방에서는 우물에서 치성을 드리면 용왕이 사내아이를 점지해 준다고 여겼다.,호남지방에서는 우물에서 치성을 드리면 용왕이 사내아이를 점지해 준다고 여겼다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,8,또한 전라북도 고창에서는 청소를 마친 뒤에 우물 안에서 어른 손바닥만 한 붕어 서너 마리를 잡아 이 붕어를 '샘각시'라고 불렀다.,또한 전라북도 고창에서는 청소를 마친 뒤에 우물 안에서 어른 손바닥만 붕어 서너 마리를 잡아 붕어를 샘각시 라고 불렀다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,9,아무도 넣지 않은 것이어서 청소를 고맙게 생각한 우물신이 선물한 것이라고 여겼다는 얘기다.,아무도 넣지 않은 것이어서 청소를 고맙게 생각한 우물신이 선물한 것이라고 여겼다는 얘기다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,10,우물은 마을 아낙네들의 휴식처이자 세상 소식을 접하는 소통의 공간이기도 했다.,우물은 마을 아낙네들의 휴식처이자 세상 소식을 접하는 소통의 공간이기도 했다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,11,이곳에서 온갖 소문이 퍼진 탓에 상류층에서는 며느리가 우물 터에 가는 것을 지극히 꺼렸다.,이곳에서 온갖 소문이 퍼진 탓에 상류층에서는 며느리가 우물 터에 가는 것을 지극히 꺼렸다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,12,젊은이들이 마음에 있는 사람을 남몰래 만나는 연애 장소로 이용되던 곳도 바로 우물이었다.,젊은이들이 마음에 있는 사람을 남몰래 만나는 연애 장소로 이용되던 곳도 바로 우물이었다,0
LC_M02_197693,사진으로 본 세상...최국순 '우물 이야기' 사진전,최국순 작가 `이곳` 사라져가는 아쉬움 사진에 담았다...,0,13,"최 작가는 미디어SR에 \""동양철학에서 본 우물을 사상과 정서, 소통, 제의, 민간신앙, 신화, 생명 등을 담아내려 했다\""면서 \""감정의 불꽃과 사유의 빛이 담긴 사진을 보는 것 만으로 우물의 의미를 다시 한번 생각하는 계기가 됐으면 하는 바람이다\""라고 말했다.",작가는 미디어SR에 동양철학에서 우물을 사상과 정서 소통 제의 민간신앙 신화 생명 등을 담아내려 했다 면서 감정의 불꽃과 사유의 빛이 담긴 사진을 보는 만으로 우물의 의미를 다시 한번 생각하는 계기가 됐으면 하는 바람이다 라고 말했다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,1,"인터넷 경제신문 미디어SR이 만드는 한국 스타일 매거진 '임팩트 스타(IMPACT STAR)'가 스타들의 여름 소식을 담은 8월호를 발간한다. '임팩트 스타' 매거진은 스타들의 패션, 뷰티, 라이프 트렌드를 아우르는 한국 스타일 월간지다.",인터넷 경제신문 미디어SR이 만드는 한국 스타일 매거진 임팩트 스타 IMPACT STAR 스타들의 여름 소식을 담은 월호를 발간한다 임팩트 스타 매거진은 스타들의 패션 뷰티 라이프 트렌드를 아우르는 한국 스타일 월간지다,1
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,2,8월호 표지는 그룹 빅스의 레오가 장식했다.,월호 표지는 그룹 빅스의 레오가 장식했다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,3,레오는 얼마 전 두 번째 솔로앨범 '뮤즈(MUSE)' 활동을 마치고 뮤지컬 '마리 앙투아네트' 출연을 앞두고 있다.,레오는 얼마 번째 솔로앨범 뮤즈 MUSE 활동을 마치고 뮤지컬 마리 앙투아네트 출연을 앞두고,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,4,레오는 '임팩트 스타'와 인터뷰를 통해 솔로 앨범 활동의 소회와 뮤지컬 작품에 대해 진솔한 이야기를 나눴다.,레오는 임팩트 스타 인터뷰를 통해 솔로 앨범 활동의 소회와 뮤지컬 작품에 대해 진솔한 이야기를 나눴다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,5,"그룹, 유닛, 솔로, 뮤지컬 등 다양한 활동을 펼쳐온 레오는 자신의 10년 후의 모습을 묻는 질문에 \""10년 후 내 모습이 어떨지 가늠이 안 된다. 나는 미래를 그리기보다 흘러가는 대로 사는 편\""이라며 \""행복하게 오래 무대에 설 수 있는 사람이길 바란다. 별빛(빅스 팬클럽 명)과 함께한 모든 순간이 행복한 기억으로 남을 것 같다\""라고 전했다.",그룹 유닛 솔로 뮤지컬 다양한 활동을 펼쳐온 레오는 자신의 후의 모습을 묻는 질문에 모습이 어떨지 가늠이 된다 나는 미래를 그리기보다 흘러가는 대로 사는 이라며 행복하게 오래 무대에 있는 사람이길 바란다 별빛 빅스 팬클럽 함께한 모든 순간이 행복한 기억으로 남을 같다 라고 전했다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,6,레오는 인터뷰를 통해 남다른 소회와 함께 팬클럽 별빛의 대한 특별한 애정도 내비쳤다는 후문이다.,레오는 인터뷰를 통해 남다른 소회와 함께 팬클럽 별빛의 대한 특별한 애정도 내비쳤다는 후문이다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,7,8월호에는 가요계 라이징 스타로 꼽힌 아이돌 그룹 온리원오브(OnlyOneOf)의 화보와 인터뷰도 함께 실렸다.,월호에는 가요계 라이징 스타로 꼽힌 아이돌 그룹 온리원오브 OnlyOneOf 화보와 인터뷰도 함께 실렸다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,8,"얼마 전 첫 데뷔 앨범 활동을 마친 온리원오브는 '임팩트 스타'와 인터뷰를 통해 7인 7색의 매력을 선보이며, 훈훈한 팀워크를 과시했다는 전언이다.",얼마 데뷔 앨범 활동을 마친 온리원오브는 임팩트 스타 인터뷰를 통해 색의 매력을 선보이며 훈훈한 팀워크를 과시했다는 전언이다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,9,"또한, 데이식스, 윤하, 김동준의 인터뷰도 만나볼 수 있다.",또한 데이식스 윤하 김동준의 인터뷰도 만나볼,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,10,"이외에도 뜨거운 여름에 어울리는 스타들의 리넨 패션과 무대 위 스타들의 립 메이크업 트렌드를 살펴보는 패션, 뷰티 기사를 만나볼 수 있다.",이외에도 뜨거운 여름에 어울리는 스타들의 리넨 패션과 무대 스타들의 메이크업 트렌드를 살펴보는 패션 뷰티 기사를 만나볼,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,11,"지난달 종영한 tvN 드라마 '검색어를 입력하세요 WWW' 속 포털 사이트 세계와 실제를 비교 분석하는 컬쳐 기사는 물론, 영상 크리에이터로 변신한 아이돌을 소개하는 기사도 함께 마련되어 있어 기대감을 높인다. '임팩트 스타' 매거진은 매달 스타들의 전반적인 패션과 뷰티 트렌드 뿐만 아니라 작품 속 패션과 뷰티 트렌드도 분석해보는 패션 및 뷰티 기사와 이달에 열린 쇼케이스, 콘서트, 제작발표회 등 신보와 신작 소식을 전한다.",지난달 종영한 tvN 드라마 검색어를 입력하세요 WWW 포털 사이트 세계와 실제를 비교 분석하는 컬쳐 기사는 물론 영상 크리에이터로 변신한 아이돌을 소개하는 기사도 함께 마련되어 있어 기대감을 높인다 임팩트 스타 매거진은 매달 스타들의 전반적인 패션과 뷰티 트렌드 뿐만 아니라 작품 패션과 뷰티 트렌드도 분석해보는 패션 뷰티 기사와 이달에 열린 쇼케이스 콘서트 제작발표회 신보와 신작 소식을 전한다,0
LC_M02_193919,여름 속 스타 조명한 '임팩트 스타' 8월호 발간,"'임팩트 스타' 8월호 발간, 어떤 내용으로 구성됐을까?",0,12,"또한, 연예계 이슈를 다양한 각도로 조명한 심도 있는 기획 기사와 스타들의 진솔한 이야기가 담긴 인터뷰도 전하며 다양한 볼거리와 읽을 거리를 제공한다. '임팩트 스타' 매거진은 매달 25일 발행된다.",또한 연예계 이슈를 다양한 각도로 조명한 심도 있는 기획 기사와 스타들의 진솔한 이야기가 담긴 인터뷰도 전하며 다양한 볼거리와 읽을 거리를 제공한다 임팩트 스타 매거진은 매달 발행된다,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,1,"그루잠프로덕션의 '스냅(SNAP)' 공연. /그루잠프로덕션 제공 특별한 능력을갖춘 요정들이 시공을 넘어 연금술사, 드리머, 플로리스트 등 다양한 인물들을 만나며 벌어지는 이야기를 미디어 아트, 마임, 슬랩스틱으로 표현하는 그루잠프로덕션의 '스냅(SNAP)' 공연. 세계 4대 주요 공연 예술 시장이며 세계 각국의 프로모터와 극장 관계자들이 참가하는 공연 축제인 '에든버러 프린지 페스티벌'에서 영국을 뜨겁게 달구었던 그루잠프로덕션은 3~5일 BNK부산은행 본점 대강당에서 무료로 공연을 선보인다.",그루잠프로덕션의 스냅 SNAP 공연 그루잠프로덕션 제공 특별한 능력을갖춘 요정들이 시공을 넘어 연금술사 드리머 플로리스트 다양한 인물들을 만나며 벌어지는 이야기를 미디어 아트 마임 슬랩스틱으로 표현하는 그루잠프로덕션의 스냅 SNAP 공연 세계 주요 공연 예술 시장이며 세계 각국의 프로모터와 극장 관계자들이 참가하는 공연 축제인 에든버러 프린지 페스티벌 영국을 뜨겁게 달구었던 그루잠프로덕션은 BNK부산은행 본점 대강당에서 무료로 공연을 선보인다,1
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,2,어떤 특별한 관객들이기에 실력파 마술사들이 함께 모여 만들어내는 이 공연을 무료로 볼 수 있는 걸까?,어떤 특별한 관객들이기에 실력파 마술사들이 함께 모여 만들어내는 공연을 무료로 있는 걸까,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,3,"그루잠프로덕션은 지난해 다문화 가족, 외국인 거주자, 문화 소외 계층을 위해 공연한 데 이어 올해도 역시 부산 사회 복지 단체와 문화 소외 계층을 초청하기로 했다.",그루잠프로덕션은 지난해 다문화 가족 외국인 거주자 문화 소외 계층을 위해 공연한 이어 올해도 역시 부산 사회 복지 단체와 문화 소외 계층을 초청하기로 했다,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,4,올해는 MNK부산은행 창립 50주년을 맞이하여 부산사회공헌정보센터와 자리를 마련했으며 총 6차례의 무료 공연을 펼칠 예정이다.,올해는 MNK부산은행 창립 주년을 맞이하여 부산사회공헌정보센터와 자리를 마련했으며 차례의 무료 공연을 펼칠 예정이다,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,5,"그루잠프로덕션은 지난 4월 부산사회복지연대와 문화복지 활동을 실천하는 '문화+복지 실천 협약'을 체결하였으며, 문화 소외 계층에게 문화 복지를 제공하는 것뿐 아니라 문화 복지를 일반 시민에게도 확대하려고 노력하고 있다.",그루잠프로덕션은 지난 부산사회복지연대와 문화복지 활동을 실천하는 문화 복지 실천 협약 체결하였으며 문화 소외 계층에게 문화 복지를 제공하는 것뿐 아니라 문화 복지를 일반 시민에게도 확대하려고 노력하고,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,6,더 나아가 문화재생산기금을 마련해 지역 예술 단체에 기회를 줌으로써 문화 복지 향상에 힘을 쏟고 있다.,나아가 문화재생산기금을 마련해 지역 예술 단체에 기회를 줌으로써 문화 복지 향상에 힘을 쏟고,0
LC_M02_197644,"그루잠프로덕션, 'SNAP'공연 통해 문화복지의 문을 열다",실력파 마술사들이 6번이나 이런 공연 여는 이유는?,0,7,티켓은 부산사회공헌정보센터 홈페이지에서 선착순으로 신청할 수 있다.,티켓은 부산사회공헌정보센터 홈페이지에서 선착순으로 신청할,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,1,아시아나항공은 매해 11월 아시아나국제단편영화제(AISFF)를 개최하고 있다.,아시아나항공은 매해 아시아나국제단편영화제 AISFF 개최하고,1
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,2,올해 제14회 영화제는 서울 광화문 씨네 큐브와 CGV 명동역 씨네 라이브러리에서 11월 3일부터 8일까지 6일간 개최되었다.,올해 영화제는 서울 광화문 씨네 큐브와 CGV 명동역 씨네 라이브러리에서 일부터 일까지 일간 개최되었다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,3,"국제경쟁 부문에서 엘누라 오스모나리에바 감독의 '세이드(SEIDE)'가 대상을 차지했으며 국내경쟁 부문에서는 이옥섭, 구교환 감독의 FLY TO THE SKY가 대상의 영예를 앉았다.",국제경쟁 부문에서 엘누라 오스모나리에바 감독의 세이드 SEIDE 대상을 차지했으며 국내경쟁 부문에서는 이옥섭 구교환 감독의 FLY TO THE SKY가 대상의 영예를 앉았다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,4,"그 밖에도 후안호 히메네즈 감독의 타임코드, 이충현 감독의 몸값이 심사위원 특별상을 안티예 하인 감독의 시행착오가 아시프 락 상을 이스타반 코박스 감독의 더 사운드 오브 콘크리트가 아시프 관객 심사단상을 문지원 감독의 코코코 눈!이 아시프 펀드 상을 받았다.",밖에도 후안호 히메네즈 감독의 타임코드 이충현 감독의 몸값이 심사위원 특별상을 안티예 하인 감독의 시행착오가 아시프 상을 이스타반 코박스 감독의 사운드 오브 콘크리트가 아시프 관객 심사단상을 문지원 감독의 코코코 아시프 펀드 상을 받았다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,5,이 영화제는 아시아나항공의 문화 사회공헌 활동의 일환이다.,영화제는 아시아나항공의 문화 사회공헌 활동의 일환이다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,6,아시아나국제단편영화제를 담당하는 사단법인 아시아나국제단편영화제를 통해 지원하고 있다.,아시아나국제단편영화제를 담당하는 사단법인 아시아나국제단편영화제를 통해 지원하고,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,7,아시아나국제단편영화제를 담당하는 (사)아시아나국제단편영화제는 '아시프 펀드 프로젝트 피칭'을 2005년부터 매년 기획해왔다.,아시아나국제단편영화제를 담당하는 아시아나국제단편영화제는 아시프 펀드 프로젝트 피칭 년부터 매년 기획해왔다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,8,"피칭이란 일종의 투자 설명회로 이해관계자들에게 기획 개발 단계의 프로젝트를 설명하여 투자 기회를 얻을 수 있는 투자 유치 방식으로, (사)아시아나국제단편영화제는 심사를 통해 선정된 프로젝트에 피칭 교육 및 멘토링을 실시하여 공개 피칭 후 선정된 '아시아 펀드 상'을 수상한 1편에 최대 1천만 원의 지원비가 지원되는 혜택을 제공한다.",피칭이란 일종의 투자 설명회로 이해관계자들에게 기획 개발 단계의 프로젝트를 설명하여 투자 기회를 얻을 있는 투자 유치 방식으로 아시아나국제단편영화제는 심사를 통해 선정된 프로젝트에 피칭 교육 멘토링을 실시하여 공개 피칭 선정된 아시아 펀드 수상한 편에 최대 천만 원의 지원비가 지원되는 혜택을 제공한다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,9,"심사에서 홍보 지원까지 영화제가 끝난 후 국제/국내경쟁부문 본선 진출작 중 우수한 작품을 아시아나항공 국제선 및 국내선의 기내 영화로, 국내외 TV(공중파, 위성, 케이블) & DMB 및 국내외 순회 상연 전, 타 영화제와의 교환 상연 전 등 관객들과 최대한 많은 접촉을 제공한다.",심사에서 홍보 지원까지 영화제가 끝난 국제 국내경쟁부문 본선 진출작 우수한 작품을 아시아나항공 국제선 국내선의 기내 영화로 국내외 TV 공중파 위성 케이블 DMB 국내외 순회 상연 영화제와의 교환 상연 관객들과 최대한 많은 접촉을 제공한다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,10,"이것은 단편 영화 관계자들에게는 새로운 기회로, 아시아나 항공에는 품격을 높일 수 있는 기회가 작용하게 된다.",이것은 단편 영화 관계자들에게는 새로운 기회로 아시아나 항공에는 품격을 높일 있는 기회가 작용하게 된다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,11,이렇게 아시아나 항공의 아시아나국제단편영화제는 상대적으로 기회와 관심이 적은 단편 영화의 발전을 위한 인프라를 제공하며 한국의 영상산업 발전을 도모한다.,이렇게 아시아나 항공의 아시아나국제단편영화제는 상대적으로 기회와 관심이 적은 단편 영화의 발전을 위한 인프라를 제공하며 한국의 영상산업 발전을 도모한다,0
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,12,아시아나국제단편영화제에 출품되는 단편 영화의 개수는 해마다 늘고 있다.,아시아나국제단편영화제에 출품되는 단편 영화의 개수는 해마다 늘고,1
LC_M02_196273,"단편 영화의 장터, 아시아나국제단편영화제(AISFF)","11월 개최되는 아시아나국제단편영화제, 올해 무려 10,000개가 넘는 단편 영화들 출품",0,13,"특히, 올해는 사상 최대인 5,327개의 단편 영화가 출품되었는데, 그중 국제경쟁 부문에 121개국의 단편 영화가 출품되었다.",특히 올해는 사상 최대인 개의 단편 영화가 출품되었는데 그중 국제경쟁 부문에 개국의 단편 영화가 출품되었다,1
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,1,"배우 마동석(48)이 예정화(31)와 내년 결혼을 언급한 가운데, 소속사 측이 확정된 일이 아니라며 선을 그었다.",배우 마동석 예정화 내년 결혼을 언급한 가운데 소속사 측이 확정된 일이 아니라며 선을 그었다,1
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,2,제72회 칸 국제영화제가 열리고 있는 23일(현지시각) 마동석은 프랑스 칸의 한 식당에서 취재진을 만나 내년 결혼 계획이 있다고 밝혔다.,국제영화제가 열리고 있는 현지시각 마동석은 프랑스 칸의 식당에서 취재진을 만나 내년 결혼 계획이 있다고 밝혔다,0
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,3,"해당 자리에서 마동석은 \""원래 올해 (장가를) 가려 했는데 스케줄이 안 됐다\""고 말했다.",해당 자리에서 마동석은 원래 올해 장가를 가려 했는데 스케줄이 됐다 말했다,0
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,4,마동석은 지난 2016년부터 피트니스 코치 출신의 방송인 예정화와 공개연애 중인 상황. 열애설 이후 마동석이 예정화와 결혼을 언급한 것은 이번이 처음이다.,마동석은 지난 년부터 피트니스 코치 출신의 방송인 예정화와 공개연애 중인 상황 열애설 이후 마동석이 예정화와 결혼을 언급한 것은 이번이 처음이다,0
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,5,이에 대해 소속사 측은 확정된 게 없다며 진화에 나섰다.,이에 대해 소속사 측은 확정된 없다며 진화에 나섰다,0
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,6,"소속사 측은 24일 미디어SR에 \""마동석이 결혼에 대해 언급한 건 '가급적 빨리 하고 싶다', '내년이라도 하고 싶다'는 내용이다. 구체적인 결혼 계획을 밝힌 건 아니다\""고 말했다.",소속사 측은 미디어SR에 마동석이 결혼에 대해 언급한 가급적 빨리 싶다 내년이라도 싶다 내용이다 구체적인 결혼 계획을 밝힌 아니다 말했다,0
LC_M02_193907,"마동석, 예정화와 내년 결혼 언급...소속사 측 \""확정 NO\""","마동석, 결혼 언급한 17살 연하는 누구?",0,7,"이어 소속사 측은 \""두 사람이 결혼 계획을 확정한 건 아니다. 결정이 되면 공식적으로 언론을 통해 알리도록 할 것\""이라고 덧붙였다.",이어 소속사 측은 사람이 결혼 계획을 확정한 아니다 결정이 되면 공식적으로 언론을 통해 알리도록 이라고 덧붙였다,0
